route_id,agency_id,route_short_name,route_long_name,route_type
BR_ACC3_35020012-38100010-01_2D,A1,양산[양산]-군산<시외>[군산]_01,-,3
BR_ACC3_35020012-38110012-01_1U,A1,군산<시외>[군산]-마산<시외>[창원]_01,전주-마산(직통),3
BR_ACC3_35020012-38110012-01_2D,A1,마산<시외>[창원]-군산<시외>[군산]_01,마산-전주(직통),3
BR_ACC3_35020030-35580010-01_1U,A1,군산대[군산]-부안[부안]_01,-,3
BR_ACC3_35020030-35580010-01_2D,A1,부안[부안]-군산대[군산]_01,-,3
BR_ACC3_35030040-35570010-01_1U,A1,익산역[익산]-고창[고창]_01,-,3
BR_ACC3_35030040-35570010-01_2D,A1,고창[고창]-익산역[익산]_01,-,3
BR_ACC3_35040010-35580010-01_1U,A1,정읍[정읍]-부안[부안]_01,-,3
BR_ACC3_35040010-35580010-01_2D,A1,부안[부안]-정읍[정읍]_01,-,3
BR_ACC3_35040010-35580020-01_1U,A1,정읍[정읍]-격포[부안]_01,-,3
BR_ACC3_35040010-35580020-01_2D,A1,격포[부안]-정읍[정읍]_01,-,3
BR_ACC3_35050020-38580010-01_1U,A1,인월[남원]-함양[함양]_01,인월-아영-대평-함양,3
BR_ACC3_35050020-38580010-01_2D,A1,함양[함양]-인월[남원]_01,함양-대평-아영-인월,3
BR_ACC3_36010010-36020010-01_1U,A1,목포[목포]-여수[여수]_01,목포-순천완행,3
BR_ACC3_36010010-36020010-01_2D,A1,여수[여수]-목포[목포]_01,순천-목포완행,3
BR_ACC3_36010010-36020010-02_1U,A1,목포[목포]-여수[여수]_02,목포-순천직통,3
BR_ACC3_36010010-36020010-02_2D,A1,여수[여수]-목포[목포]_02,순천-목포직통,3
BR_ACC3_36010010-36600040-01_1U,A1,목포[목포]-땅끝[해남]_01,-,3
BR_ACC3_36010010-36600040-01_2D,A1,땅끝[해남]-목포[목포]_01,-,3
BR_ACC3_36010010-36660010-01_1U,A1,목포[목포]-완도[완도]_01,해남경유,3
BR_ACC3_36010010-36660010-01_2D,A1,완도[완도]-목포[목포]_01,해남경유,3
BR_ACC3_36010010-36680020-01_1U,A1,목포[목포]-우전리[신안]_01,-,3
BR_ACC3_36010010-36680020-01_2D,A1,우전리[신안]-목포[목포]_01,-,3
BR_ACC3_36010010-36680160-01_1U,A1,목포[목포]-대광[신안]_01,-,3
BR_ACC3_36010010-36680160-01_2D,A1,대광[신안]-목포[목포]_01,-,3
BR_ACC3_36010010-37010012-01_1U,A1,목포[목포]-포항<시외>[포항]_01,-,3
BR_ACC3_36010010-37010012-01_2D,A1,포항<시외>[포항]-목포[목포]_01,-,3
BR_ACC3_36010010-37050010-01_1U,A1,목포[목포]-구미[구미]_01,-,3
BR_ACC3_36010010-37050010-01_2D,A1,구미[구미]-목포[목포]_01,-,3
BR_ACC3_36020010-36060050-01_1U,A1,여수[여수]-광영[광양]_01,여수-순천-광양-동광양-광영,3
BR_ACC3_36020010-36060050-01_2D,A1,광영[광양]-여수[여수]_01,광영-동광양-광양-순천-여수,3
BR_ACC3_36020010-36530010-01_1U,A1,여수[여수]-구례[구례]_01,여수-여천-순천-구례,3
BR_ACC3_36020010-36530010-01_2D,A1,구례[구례]-여수[여수]_01,구례-순천-여천-여수,3
BR_ACC3_36020010-36550060-01_1U,A1,여수[여수]-녹동신항[고흥]_01,여천.덕양경유,3
BR_ACC3_36020010-36550060-01_2D,A1,녹동신항[고흥]-여수[여수]_01,덕양.여천경유,3
BR_ACC3_36020010-36660010-01_1U,A1,여수[여수]-완도[완도]_01,여수/순천-완도,3
BR_ACC3_36020010-36660010-01_2D,A1,완도[완도]-여수[여수]_01,완도-순천/여수,3
BR_ACC3_36020010-37010012-01_1U,A1,여수[여수]-포항<시외>[포항]_01,-,3
BR_ACC3_36020010-37010012-01_2D,A1,포항<시외>[포항]-여수[여수]_01,-,3
BR_ACC3_36020010-38110030-01_1U,A1,여수[여수]-창원[창원]_01,-,3
BR_ACC3_36020010-38110030-01_2D,A1,창원[창원]-여수[여수]_01,-,3
BR_ACC3_36030010-38030012-01_1U,A1,순천[순천]-진주<시외>[진주]_01,-,3
BR_ACC3_36030010-38030012-01_2D,A1,진주<시외>[진주]-순천[순천]_01,-,3
BR_ACC3_36060020-37010012-01_1U,A1,광양[광양]-포항<시외>[포항]_01,-,3
BR_ACC3_36060020-37010012-01_2D,A1,포항<시외>[포항]-광양[광양]_01,-,3
BR_ACC3_36550010-36550050-01_1U,A1,고흥[고흥]-우주센터[고흥]_01,-,3
BR_ACC3_36550010-36550050-01_2D,A1,우주센터[고흥]-고흥[고흥]_01,-,3
BR_ACC3_37010012-37030010-01_1U,A1,포항<시외>[포항]-김천[김천]_01,포항-구미/김천(영천경유),3
BR_ACC3_37010012-37030010-01_2D,A1,김천[김천]-포항<시외>[포항]_01,김천/구미-포항(영천경유),3
BR_ACC3_37010012-37030010-02_1U,A1,포항<시외>[포항]-김천[김천]_02,포항-구미/김천(직통.경주경유),3
BR_ACC3_37010012-37030010-02_2D,A1,김천[김천]-포항<시외>[포항]_02,김천/구미-포항(직통.경주경유),3
BR_ACC3_37010012-37060010-01_1U,A1,포항<시외>[포항]-영주[영주]_01,포항-안동/영주(도평.안덕경유),3
BR_ACC3_37010012-37060010-01_2D,A1,영주[영주]-포항<시외>[포항]_01,영주/안동-포항(안덕.도평경유),3
BR_ACC3_37010012-37100010-01_1U,A1,포항<시외>[포항]-경산[경산]_01,-,3
BR_ACC3_37010012-37100010-01_2D,A1,경산[경산]-포항<시외>[포항]_01,-,3
BR_ACC3_37010012-38030012-01_1U,A1,포항<시외>[포항]-진주<시외>[진주]_01,-,3
BR_ACC3_37010012-38030012-01_2D,A1,진주<시외>[진주]-포항<시외>[포항]_01,-,3
BR_ACC3_37010012-38050010-01_1U,A1,포항<시외>[포항]-통영[통영]_01,-,3
BR_ACC3_37010012-38050010-01_2D,A1,통영[통영]-포항<시외>[포항]_01,-,3
BR_ACC3_37010012-38070010-01_1U,A1,포항<시외>[포항]-김해[김해]_01,-,3
BR_ACC3_37010012-38070010-01_2D,A1,김해[김해]-포항<시외>[포항]_01,-,3
BR_ACC3_37010012-38110012-01_1U,A1,포항<시외>[포항]-마산<시외>[창원]_01,-,3
BR_ACC3_37010012-38110012-01_2D,A1,마산<시외>[창원]-포항<시외>[포항]_01,-,3
BR_ACC3_37010012-38110030-01_1U,A1,포항<시외>[포항]-창원[창원]_01,-,3
BR_ACC3_37010012-38110030-01_2D,A1,창원[창원]-포항<시외>[포항]_01,-,3
BR_ACC3_37030010-37040010-01_1U,A1,김천[김천]-안동[안동]_01,김천-점촌/안동,3
BR_ACC3_37030010-37040010-01_2D,A1,안동[안동]-김천[김천]_01,안동/점촌-김천,3
BR_ACC3_37030010-38030012-01_1U,A1,김천[김천]-진주<시외>[진주]_01,김천-거창-진주,3
BR_ACC3_37030010-38030012-01_2D,A1,진주<시외>[진주]-김천[김천]_01,진주-거창-김천,3
BR_ACC3_37050010-37620010-01_1U,A1,구미[구미]-울진[울진]_01,-,3
BR_ACC3_37050010-37620010-01_2D,A1,울진[울진]-구미[구미]_01,-,3
BR_ACC3_37050010-38090010-01_1U,A1,구미[구미]-거제고현[거제]_01,-,3
BR_ACC3_37050010-38090010-01_2D,A1,거제고현[거제]-구미[구미]_01,-,3
BR_ACC3_37050010-38110030-01_1U,A1,구미[구미]-창원[창원]_01,-,3
BR_ACC3_37050010-38110030-01_2D,A1,창원[창원]-구미[구미]_01,-,3
BR_ACC3_37100010-37560040-01_1U,A1,경산[경산]-운문사[청도]_01,경산-용성-동곡-운문사,3
BR_ACC3_37100010-37560040-01_2D,A1,운문사[청도]-경산[경산]_01,운문사-동곡-용성-경산,3
BR_ACC3_38030012-38050010-01_1U,A1,진주<시외>[진주]-통영[통영]_01,진주-직통-고성.통영,3
BR_ACC3_38030012-38050010-01_2D,A1,통영[통영]-진주<시외>[진주]_01,통영.고성-직통-진주,3
BR_ACC3_38030012-38060010-01_1U,A1,진주<시외>[진주]-삼천포[사천]_01,직행,3
BR_ACC3_38030012-38060010-01_2D,A1,삼천포[사천]-진주<시외>[진주]_01,직행,3
BR_ACC3_38030012-38060010-02_1U,A1,진주<시외>[진주]-삼천포[사천]_02,완행,3
BR_ACC3_38030012-38060010-02_2D,A1,삼천포[사천]-진주<시외>[진주]_02,완행,3
BR_ACC3_38030012-38060040-01_1U,A1,진주<시외>[진주]-비토[사천]_01,진주-서포/선창/비토(곤양),3
BR_ACC3_38030012-38060040-01_2D,A1,비토[사천]-진주<시외>[진주]_01,비토/선창/서포-진주(곤양),3
BR_ACC3_38030012-38060310-02_1U,A1,진주<시외>[진주]-굴포[사천]_02,진주-금진/굴포(곤양),3
BR_ACC3_38030012-38060310-02_2D,A1,굴포[사천]-진주<시외>[진주]_02,굴포/금진-진주(곤양),3
BR_ACC3_38030012-38060390-01_1U,A1,진주<시외>[진주]-자혜[사천]_01,진주-자혜(곤양),3
BR_ACC3_38030012-38060390-01_2D,A1,자혜[사천]-진주<시외>[진주]_01,자혜-진주(곤양),3
BR_ACC3_38030012-38070010-01_1U,A1,진주<시외>[진주]-김해[김해]_01,-,3
BR_ACC3_38030012-38070010-01_2D,A1,김해[김해]-진주<시외>[진주]_01,-,3
BR_ACC3_38030012-38090020-01_1U,A1,진주<시외>[진주]-장승포[거제]_01,진주-고현.장승포(직통),3
BR_ACC3_38030012-38090020-01_2D,A1,장승포[거제]-진주<시외>[진주]_01,장승포.고현-진주(직통),3
BR_ACC3_38030012-38090020-02_1U,A1,진주<시외>[진주]-장승포[거제]_02,진주-통영.고현.장승포(직행),3
BR_ACC3_38030012-38090020-02_2D,A1,장승포[거제]-진주<시외>[진주]_02,장승포.고현.통영-진주(직행),3
BR_ACC3_38030012-38110020-01_1U,A1,진주<시외>[진주]-마산남부[창원]_01,-,3
BR_ACC3_38030012-38110020-01_2D,A1,마산남부[창원]-진주<시외>[진주]_01,-,3
BR_ACC3_38030012-38110310-01_1U,A1,진주<시외>[진주]-창원시청[창원]_01,심야,3
BR_ACC3_38030012-38110590-01_1U,A1,진주<시외>[진주]-경남도청[창원]_01,진주-창원,3
BR_ACC3_38030012-38110590-01_2D,A1,경남도청[창원]-진주<시외>[진주]_01,창원-진주,3
BR_ACC3_38030012-38510010-01_1U,A1,진주<시외>[진주]-의령[의령],진주-송계-대의-칠곡-의령,3
BR_ACC3_38030012-38510030-01_1U,A1,진주<시외>[진주]-신반[의령]_01,진주-의령/신반(상정),3
BR_ACC3_38030012-38510030-01_2D,A1,신반[의령]-진주<시외>[진주]_01,신반/의령-진주(상정),3
BR_ACC3_38030012-38520010-01_1U,A1,진주<시외>[진주]-함안[함안]_01,-,3
BR_ACC3_38030012-38520010-01_2D,A1,함안[함안]-진주<시외>[진주]_01,-,3
BR_ACC3_38030012-38550140-01_1U,A1,진주<시외>[진주]-미조[남해]_01,대사경유,3
BR_ACC3_38030012-38550140-01_2D,A1,미조[남해]-진주<시외>[진주]_01,대사경유,3
BR_ACC3_38030012-38550140-02_1U,A1,진주<시외>[진주]-미조[남해]_02,남양(설천)경유,3
BR_ACC3_38030012-38550140-02_2D,A1,미조[남해]-진주<시외>[진주]_02,남양(설천)경유,3
BR_ACC3_38030012-38560050-01_1U,A1,진주<시외>[진주]-옥종[하동]_01,진주-완사-은사-옥종,3
BR_ACC3_38030012-38560050-01_2D,A1,옥종[하동]-진주<시외>[진주]_01,옥종-은사-완사-진주,3
BR_ACC3_38030012-38560090-01_1U,A1,진주<시외>[진주]-의신[하동]_01,진주-하동(진교),3
BR_ACC3_38030012-38560090-01_2D,A1,의신[하동]-진주<시외>[진주]_01,하동-진주(진교),3
BR_ACC3_38030012-38570020-01_1U,A1,진주<시외>[진주]-원지[산청]_01,진주-곤양-북천-옥종/문암/소남-원지,3
BR_ACC3_38030012-38570020-01_2D,A1,원지[산청]-진주<시외>[진주]_01,원지-소남/문암/옥종-북천-곤양-진주,3
BR_ACC3_38030012-38570020-02_1U,A1,진주<시외>[진주]-원지[산청]_02,진주-완사-북천-옥종/문암/소남-원지,3
BR_ACC3_38030012-38570230-01_1U,A1,진주<시외>[진주]-청계[산청]_01,-,3
BR_ACC3_38030012-38570230-01_2D,A1,청계[산청]-진주<시외>[진주]_01,-,3
BR_ACC3_38030012-38600130-01_1U,A1,진주<시외>[진주]-하금[합천]_01,-,3
BR_ACC3_38030012-38600130-01_2D,A1,하금[합천]-진주<시외>[진주]_01,-,3
BR_ACC3_38050010-38070010-01_1U,A1,통영[통영]-김해[김해]_01,-,3
BR_ACC3_38050010-38070010-01_2D,A1,김해[김해]-통영[통영]_01,-,3
BR_ACC3_38050010-38090020-01_1U,A1,통영[통영]-장승포[거제]_01,-,3
BR_ACC3_38050010-38090020-01_2D,A1,장승포[거제]-통영[통영]_01,-,3
BR_ACC3_38060010-38110030-01_1U,A1,삼천포[사천]-창원[창원]_01,-,3
BR_ACC3_38060010-38110030-01_2D,A1,창원[창원]-삼천포[사천]_01,-,3
BR_ACC3_38060010-38540010-01_1U,A1,삼천포[사천]-고성[고성(경남)]_01,-,3
BR_ACC3_38060010-38540010-01_2D,A1,고성[고성(경남)]-삼천포[사천]_01,-,3
BR_ACC3_38070010-38080010-01_1U,A1,김해[김해]-밀양[밀양]_01,진영.수산경유,3
BR_ACC3_38070010-38080010-01_2D,A1,밀양[밀양]-김해[김해]_01,수산.진영경유,3
BR_ACC3_38070010-38080010-02_1U,A1,김해[김해]-밀양[밀양]_02,삼랑진.평촌경유,3
BR_ACC3_38070010-38080010-02_2D,A1,밀양[밀양]-김해[김해]_02,평촌.삼랑진경유,3
BR_ACC3_38070010-38080010-03_1U,A1,김해[김해]-밀양[밀양]_03,삼랑진.임천경유,3
BR_ACC3_38070010-38080010-03_2D,A1,밀양[밀양]-김해[김해]_03,임천.삼랑진경유,3
BR_ACC3_38070010-38110012-01_1U,A1,김해[김해]-마산<시외>[창원]_01,-,3
BR_ACC3_38070010-38110012-01_2D,A1,마산<시외>[창원]-김해[김해]_01,-,3
BR_ACC3_38070010-38110340-01_1U,A1,김해[김해]-용원사거리[창원]_01,-,3
BR_ACC3_38070010-38110340-01_2D,A1,용원사거리[창원]-김해[김해]_01,-,3
BR_ACC3_38070020-38530020-01_1U,A1,진영[김해]-부곡[창녕]_01,진영/수산-부곡,3
BR_ACC3_38070020-38530020-01_2D,A1,부곡[창녕]-진영[김해]_01,부곡-수산/진영,3
BR_ACC3_38080010-38080020-01_1U,A1,밀양[밀양]-표충사[밀양]_01,-,3
BR_ACC3_38080010-38080020-01_2D,A1,표충사[밀양]-밀양[밀양]_01,-,3
BR_ACC3_38080010-38110012-01_1U,A1,밀양[밀양]-마산<시외>[창원]_01,-,3
BR_ACC3_38080010-38110012-01_2D,A1,마산<시외>[창원]-밀양[밀양]_01,-,3
BR_ACC3_38080010-38530010-01_1U,A1,밀양[밀양]-창녕[창녕]_01,-,3
BR_ACC3_38080010-38530010-01_2D,A1,창녕[창녕]-밀양[밀양]_01,-,3
BR_ACC3_38090010-38110030-01_1U,A1,거제고현[거제]-창원[창원]_01,고현-창원(직통),3
BR_ACC3_38090010-38110030-01_2D,A1,창원[창원]-거제고현[거제]_01,창원-고현(직통),3
BR_ACC3_38090010-38110040-01_1U,A1,거제고현[거제]-진해[창원]_01,-,3
BR_ACC3_38090010-38110040-01_2D,A1,진해[창원]-거제고현[거제]_01,-,3
BR_ACC3_38090020-38110030-01_1U,A1,장승포[거제]-창원[창원]_01,장승포.고현.통영-마산남부.창원(직행),3
BR_ACC3_38090020-38110030-01_2D,A1,창원[창원]-장승포[거제]_01,창원.마산남부-통영.고현.장승포(직행),3
BR_ACC3_38110012-38510010-01_1U,A1,마산<시외>[창원]-의령[의령]_01,마산/함안-의령(완행.군북발착제외),3
BR_ACC3_38110012-38510010-01_2D,A1,의령[의령]-마산<시외>[창원]_01,의령-함안/마산(완행.군북발착제외),3
BR_ACC3_38110012-38520020-01_1U,A1,마산<시외>[창원]-군북[함안]_01,-,3
BR_ACC3_38110012-38520020-01_2D,A1,군북[함안]-마산<시외>[창원]_01,-,3
BR_ACC3_38110012-38530010-01_1U,A1,마산<시외>[창원]-창녕[창녕]_01,-,3
BR_ACC3_38110012-38530010-01_2D,A1,창녕[창녕]-마산<시외>[창원]_01,-,3
BR_ACC3_38110012-38570120-01_1U,A1,마산<시외>[창원]-홍계[산청]_01,마산-진주/홍계,3
BR_ACC3_38110012-38570120-01_2D,A1,홍계[산청]-마산<시외>[창원]_01,홍계/진주-마산,3
BR_ACC3_38110030-38550010-01_1U,A1,창원[창원]-남해[남해]_01,-,3
BR_ACC3_38110030-38550010-01_2D,A1,남해[남해]-창원[창원]_01,-,3
BR_ACC3_38110030-38590010-01_1U,A1,창원[창원]-거창[거창]_01,창원/마산/진주-(산청)-함양/거창,3
BR_ACC3_38110030-38590010-01_2D,A1,거창[거창]-창원[창원]_01,거창/함양-(산청)-진주/마산/창원,3
BR_ACC3_38110030-38600010-01_1U,A1,창원[창원]-합천[합천]_01,-,3
BR_ACC3_38110030-38600010-01_2D,A1,합천[합천]-창원[창원]_01,-,3
BR_ACC3_38580010-38580050-01_1U,A1,함양[함양]-백무동[함양]_01,함양-팔령-인월/백무동,3
BR_ACC3_38580010-38580050-01_2D,A1,백무동[함양]-함양[함양]_01,백무동/인월-팔령-함양,3
BR_ACC3_38580010-38580150-01_1U,A1,함양[함양]-촉동[함양]_01,-,3
BR_ACC3_38580010-38580150-01_2D,A1,촉동[함양]-함양[함양]_01,-,3
BR_ACC3_38580010-38580180-01_1U,A1,함양[함양]-삼정[함양]_01,-,3
BR_ACC3_38580010-38580180-01_2D,A1,삼정[함양]-함양[함양]_01,-,3
BR_ACC3_38580010-38580680-01_1U,A1,함양[함양]-도마[함양]_01,-,3
BR_ACC3_38580010-38580680-01_2D,A1,도마[함양]-함양[함양]_01,-,3
BR_ACC3_38580010-38580690-01_1U,A1,함양[함양]-추성리[함양]_01,-,3
BR_ACC3_38580010-38580690-01_2D,A1,추성리[함양]-함양[함양]_01,-,3
BR_ACC3_38600010-38600020-01_1U,A1,합천[합천]-해인사[합천]_01,-,3
BR_ACC3_38600010-38600020-01_2D,A1,해인사[합천]-합천[합천]_01,-,3
BR_ACC5_38110001D,A1,창원공항리무진,김해공항→마산-창원,5
BR_ACC5_38110001U,A1,창원공항리무진,마산-창원→김해공항,5
BR_KTDB_00000687,A1,101,대술.방산.고동.장복초,0
BR_KTDB_00000693,A1,101,예산역.고새울.방산,0
BR_KTDB_00000694,A1,102,대술,0
BR_KTDB_00000697,A1,104,예산역.농리.장복초교,0
BR_KTDB_00000698,A1,105,대술.방산.고동,0
BR_KTDB_00000699,A1,107,대술.예산역,0
BR_KTDB_00000700,A1,107,망실.장복초교.농리.대술.예산역,0
BR_KTDB_00000701,A1,107,송석.대술.예산역,0
BR_KTDB_00000702,A1,107,대술.예산역,0
BR_KTDB_00000705,A1,107,대술.예산역,0
BR_KTDB_00000706,A1,107,군청.보건소.오가주교사거리.송정형외과.예산역,0
BR_KTDB_00000707,A1,110,대술,0
BR_KTDB_00000708,A1,110,동산.대률,0
BR_KTDB_00000710,A1,110,대술.예산,0
BR_KTDB_00000713,A1,110,고새울.동천삼거리.농리.대술.예산,0
BR_KTDB_00000714,A1,110,송석.곰실.대술,0
BR_KTDB_00000716,A1,110,예산,0
BR_KTDB_00000717,A1,110,대술,0
BR_KTDB_00000718,A1,110,황계.금곡.지곡,0
BR_KTDB_00000719,A1,110,고개골.서초2구.대률.상송,0
BR_KTDB_00000720,A1,110,신양,0
BR_KTDB_00000721,A1,110,금곡리.산업대,0
BR_KTDB_00000722,A1,110,신양,0
BR_KTDB_00000728,A1,110,금곡.상송,0
BR_KTDB_00000731,A1,120,대술.배티2리회관,0
BR_KTDB_00000733,A1,120,예산역.대술.밀미리.마전,0
BR_KTDB_00000734,A1,120,예산역.대술.이티.배티2구회관.마전.밀미리,0
BR_KTDB_00000735,A1,124,예산역.곰실.농리.장복초교,0
BR_KTDB_00000736,A1,200,신양,0
BR_KTDB_00000737,A1,200,신양,0
BR_KTDB_00000738,A1,200,예산역.신양,0
BR_KTDB_00000739,A1,201,신양,0
BR_KTDB_00000740,A1,202,예산역.대술.신양,0
BR_KTDB_00000741,A1,203,여래미.신양,0
BR_KTDB_00000742,A1,203,신양,0
BR_KTDB_00000743,A1,203,신양,0
BR_KTDB_00000744,A1,205,신양,0
BR_KTDB_00000745,A1,205,신양,0
BR_KTDB_00000746,A1,206,예산역.귀곡2구.시왕리.신양.하천.신양,0
BR_KTDB_00000748,A1,209,신양.귀곡,0
BR_KTDB_00000749,A1,209,신양.귀곡2구,0
BR_KTDB_00000750,A1,210,가지리.신양,0
BR_KTDB_00000751,A1,212,신양.가지리,0
BR_KTDB_00000756,A1,215,예산역.신양.황계.서계양리,0
BR_KTDB_00000757,A1,216,신양,0
BR_KTDB_00000758,A1,217,예산역.차동.신양,0
BR_KTDB_00000759,A1,218,예산역,0
BR_KTDB_00000760,A1,250,신양,0
BR_KTDB_00000761,A1,251,차동.신양,0
BR_KTDB_00000765,A1,252,예산.귀곡.시왕리.신양,0
BR_KTDB_00000766,A1,300,주공.응봉.대흥.광시,0
BR_KTDB_00000768,A1,300,주공.응봉.대흥,0
BR_KTDB_00000777,A1,301,주공.응봉.광시.노전리,0
BR_KTDB_00000780,A1,304,주공.응봉.광시.가덕리,0
BR_KTDB_00000781,A1,305,주공.응봉.광시.은사.구례,0
BR_KTDB_00000784,A1,309,광시.대흥.운곡리.응봉.주공,0
BR_KTDB_00000785,A1,309,주공.응봉.운곡.광시,0
BR_KTDB_00000787,A1,310,광시.대흥.응봉,0
BR_KTDB_00000791,A1,310,예당휴게소.입침리.주공,0
BR_KTDB_00000797,A1,310,지석.응봉.주공,0
BR_KTDB_00000798,A1,310,대흥.응봉.임성중.역탑.주공,0
BR_KTDB_00000811,A1,310,응봉.면허장.주공,0
BR_KTDB_00000828,A1,600,주공.오가,0
BR_KTDB_00000831,A1,310,응봉.주공,0
BR_KTDB_00000832,A1,310,광시.대흥.응봉.주공,0
BR_KTDB_00000838,A1,600,주공.오가.하포리,0
BR_KTDB_00000839,A1,310,주공,0
BR_KTDB_00000840,A1,310,좌방리.주공,0
BR_KTDB_00000841,A1,602,주공,0
BR_KTDB_00000842,A1,603,주공.오가,0
BR_KTDB_00000844,A1,310,고개골.대흥.응봉.주공,0
BR_KTDB_00000847,A1,310,원천.역탑.주공,0
BR_KTDB_00000862,A1,310,신속.딴산.주공,0
BR_KTDB_00000863,A1,310,분천3구.좌방리.주공,0
BR_KTDB_00000864,A1,310,분천4구.주공,0
BR_KTDB_00000866,A1,310,주공,0
BR_KTDB_00000867,A1,310,좌방리.주공,0
BR_KTDB_00000882,A1,311,주공.응봉.월산,0
BR_KTDB_00000892,A1,318,대교,0
BR_KTDB_00000893,A1,319,주공.응봉.광시.양지.대리.사태,0
BR_KTDB_00000901,A1,600,은산.나령,0
BR_KTDB_00000903,A1,321,서초정.고갯길.신흥리.장신2구,0
BR_KTDB_00000904,A1,322,주공.응봉.서초2구.장신2구.용두리,0
BR_KTDB_00000905,A1,331,계정2구.계정1구.응봉,0
BR_KTDB_00000910,A1,330,주공.역탑.임선중.응봉.계정1구.계정2구.지석리,0
BR_KTDB_00000912,A1,605,한재.금정.하적,0
BR_KTDB_00000914,A1,331,주공.역탑.임성중.응봉.계정2구.계정1구,0
BR_KTDB_00000915,A1,600,나령.은산,0
BR_KTDB_00000918,A1,351,주공.신장2구,0
BR_KTDB_00000924,A1,210,운곡.광암.미량.신대.중묵.덕다,0
BR_KTDB_00000925,A1,363,주공.입침리.대흥.장전.서초2구.고개골.신흥리,0
BR_KTDB_00000929,A1,365,주공.원평.신장2구,0
BR_KTDB_00000930,A1,368,구례.은사,0
BR_KTDB_00000932,A1,212,운곡.신대.중묵.덕다,0
BR_KTDB_00000933,A1,212,중묵.운곡.신대,0
BR_KTDB_00000935,A1,370,평촌.예당휴게소.입침리.주공,0
BR_KTDB_00000936,A1,370,주공.원평.입침리.예당휴게소,0
BR_KTDB_00000937,A1,601,나령.은산.화산.앵화동.은산.나령,0
BR_KTDB_00000939,A1,602,상적.금정.남양.한재.은산.화산,0
BR_KTDB_00000940,A1,374,사태.대리.양지,0
BR_KTDB_00000948,A1,701,광금.장곡사.낙지.사천.미당.도림.내초.천장,0
BR_KTDB_00000951,A1,313,사천.장곡사.광금,0
BR_KTDB_00000954,A1,315,장평.낙지.구치.온직,0
BR_KTDB_00000959,A1,903,산업대,0
BR_KTDB_00000961,A1,701,정산.천장.도림.미당.사천.낙지.장곡사,0
BR_KTDB_00000963,A1,400,갈티.신례원.터미널,0
BR_KTDB_00000973,A1,400,신덕.신언리.신례원.터미널,0
BR_KTDB_00000974,A1,801,구봉.정좌,0
BR_KTDB_00000975,A1,400,신례원,0
BR_KTDB_00000976,A1,110-1,시장,0
BR_KTDB_00000984,A1,110-1,신양.읍내시장.천변도로.예산역,0
BR_KTDB_00000991,A1,800,남양.금정,0
BR_KTDB_00000994,A1,802,봉암.정탁.의료원,0
BR_KTDB_00000996,A1,400,신종.신례원,0
BR_KTDB_00001005,A1,400,신례원,0
BR_KTDB_00001013,A1,402,신례원.신언리,0
BR_KTDB_00001022,A1,404,신언리,0
BR_KTDB_00001037,A1,430-1,순천향대.도고온천,0
BR_KTDB_00001038,A1,406,간양리.신례원,0
BR_KTDB_00001046,A1,406,예림리.신례원.터미널,0
BR_KTDB_00001047,A1,406,신례원.예산,0
BR_KTDB_00001049,A1,411,예산,0
BR_KTDB_00001051,A1,430-3,신례원.갈티,0
BR_KTDB_00001053,A1,411,터미널,0
BR_KTDB_00001059,A1,412,터미널.신례원,0
BR_KTDB_00001060,A1,400,화양.신흥.안심,0
BR_KTDB_00001061,A1,413,신례원.수철리,0
BR_KTDB_00001069,A1,415,터미널.외곽도로,0
BR_KTDB_00001070,A1,440-1,조림.예림.계촌회관.신례원.현대A,0
BR_KTDB_00001074,A1,419,터미널.건강보험.신례원역.신례원.갈티,0
BR_KTDB_00001075,A1,514-1,이지더원A.덕산중.나들목사거리.중흥사거리.중흥A.LH.모아엘가A.효성A.롯데A,0
BR_KTDB_00001077,A1,420,터미널.신례원.갈티,0
BR_KTDB_00001078,A1,421,도고온천.갈티.신례원.터미널,0
BR_KTDB_00001080,A1,514-1,롯데A.모아엘가A.중흥사거리.충남교육청.환승센터.도청옆.덕산중.이지더원A.덕산.삽교,0
BR_KTDB_00001081,A1,421,도고온천.금산리.신례원.터미널,0
BR_KTDB_00001082,A1,514-1,삽교.덕산.이지더원A.덕산중.나들목사거리.중흥A.LH.모아엘가A.효성A.롯데A,0
BR_KTDB_00001083,A1,440,신례원.예림,0
BR_KTDB_00001088,A1,402,대박.송학.해남.남천,0
BR_KTDB_00001091,A1,443,추사고택.농업기술원.신례원,0
BR_KTDB_00001095,A1,514-1,삽교.덕산.이지더원A.덕산중.나들목사거리.중흥사거리.중흥A.모아엘가A.롯데A,0
BR_KTDB_00001096,A1,443,터미널.신례원.농업기술원.추사고택,0
BR_KTDB_00001098,A1,444,신례원.농업기술원.용궁리,0
BR_KTDB_00001100,A1,450,터미널.신례원,0
BR_KTDB_00001106,A1,450,신례원,0
BR_KTDB_00001110,A1,451,터미널.신례원.농업기술원.두곡리,0
BR_KTDB_00001112,A1,452,신례원.하평리,0
BR_KTDB_00001113,A1,524-1,롯데A.효성A.모아엘가A.LH.중흥A.충남교육청.환승센터.도청옆.덕산고.이지더원A.덕산,0
BR_KTDB_00001118,A1,453,신례원.신종,0
BR_KTDB_00001119,A1,454,터미널.신례원,0
BR_KTDB_00001121,A1,455,신례원.신종.신택리,0
BR_KTDB_00001125,A1,455,하평리,0
